scenario,task,task_id,run_id,target_case,model,model_type,features,n_features,input_strategy,segment,input_length_pct,rmse,r2,mae,n_runs,seed,source_file
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,15,feature_gru,DL,Delta+Meta,27,prefix,-,70.0,0.0215107413270846,0.9907495379447936,0.0164178516715765,7,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,15,feature_gru,DL,Delta+Meta,27,prefix,-,50.0,0.0278665648341495,0.9844754338264464,0.021092003211379,7,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,feature_gru,DL,Raw+Delta+Meta,51,prefix,-,50.0,0.0344371854285058,0.976291298866272,0.0289737321436405,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,feature_gru,DL,Raw+Delta+Meta,51,prefix,-,70.0,0.0352728024295654,0.9751267433166504,0.0294243842363357,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,feature_gru,DL,Raw+Delta+Meta,51,prefix_with_case6,-,80.0,0.0365792894176027,0.9732500314712524,0.0340023450553417,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,feature_gru,DL,Raw+Delta+Meta,51,prefix,-,60.0,0.0367917756325487,0.972938358783722,0.0318292863667011,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,feature_gru,DL,Raw+Delta+Meta,51,prefix,-,40.0,0.038212385932247,0.970808207988739,0.0292495787143707,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,15,feature_gru,DL,Raw+Delta,48,prefix,-,90.0,0.0400187903350078,0.9679830074310304,0.0311015639454126,7,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,15,SVR,ML,Delta+Meta,27,prefix,-,80.0,0.0420724212045897,0.9646126712873097,0.0348185395815991,7,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,15,Ridge,ML,Raw+Meta,27,prefix,-,30.0,0.0426844407605359,0.9635756374259709,0.0347943260536351,7,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,15,feature_gru,DL,Delta+Meta,27,prefix,-,90.0,0.0436952562963539,0.9618300795555116,0.0335686430335044,7,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,15,feature_gru,DL,Delta+Meta,27,prefix,-,40.0,0.0439820149590604,0.9613274335861206,0.0354034416377544,7,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,15,Ridge,ML,Raw+Delta,48,prefix,-,40.0,0.044450626661178,0.9604989586625866,0.0377563630083914,7,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,feature_gru,DL,Raw+Delta+Meta,51,prefix,-,80.0,0.0495802952737431,0.9508559703826904,0.0380011610686779,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,Ridge,ML,Raw+Delta+Meta,51,prefix,-,30.0,0.0498147392513801,0.9503900840116416,0.0355505272453345,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,Ridge,ML,Raw+Delta+Meta,51,prefix_with_case6,-,30.0,0.0498550159465035,0.9503098294017628,0.0355708195362139,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,15,feature_gru,DL,Delta+Meta,27,prefix,-,80.0,0.0503514491502419,0.949315309524536,0.0372865609824657,7,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,feature_gru,DL,Raw+Delta+Meta,51,prefix,-,30.0,0.0511904219693216,0.947612166404724,0.0417571254074573,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,15,SVR,ML,Delta+Meta,27,prefix,-,100.0,0.0517580132022212,0.9464440209704512,0.0424284384823793,7,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,feature_gru,DL,Raw+Delta+Meta,51,prefix_with_case6,-,70.0,0.0529798318549985,0.9438856840133668,0.0517668388783931,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,15,Ridge,ML,Raw+Meta,27,prefix,-,40.0,0.0534482418233848,0.9428890195240552,0.0496546978018286,7,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,Ridge,ML,Raw+Delta+Meta,51,prefix_with_case6,-,70.0,0.0537638763429545,0.9422124987467954,0.0464217578456977,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,Ridge,ML,Raw+Delta+Meta,51,prefix,-,70.0,0.0538163395852908,0.9420996646627467,0.0460695314164474,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,15,feature_gru,DL,Raw+Delta,48,prefix,-,80.0,0.0541405274099926,0.9413999915122986,0.0502668693661689,7,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,15,Ridge,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,60.0,0.0553589236483229,0.9387327984710152,0.0469298882524353,7,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,15,Ridge,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,70.0,0.0559271466157264,0.9374686084454218,0.0468913179378273,7,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,Ridge,ML,Raw+Delta+Meta,51,prefix_with_case6,-,100.0,0.0575008745636991,0.9338999680930546,0.0514976474091401,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,feature_gru,DL,Raw+Delta+Meta,51,prefix,-,90.0,0.0577175732756249,0.933400809764862,0.0410543158650398,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,Ridge,ML,Raw+Delta+Meta,51,prefix_with_case6,-,50.0,0.057850689334162,0.933093263743187,0.0430384121949992,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,Ridge,ML,Raw+Delta+Meta,51,prefix,-,100.0,0.058245470350108,0.9321769865365316,0.0541727560148767,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,15,SVR,ML,Delta+Meta,27,prefix,-,90.0,0.0586581649850412,0.9312124701545476,0.0461994023888629,7,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,15,SVR,ML,Delta+Meta,27,prefix,-,50.0,0.0590946717662431,0.9301848913395184,0.0531742935429502,7,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,15,Ridge,ML,Raw+Delta,48,prefix,-,30.0,0.0592692673690292,0.9297717435052582,0.0406788058474928,7,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,Ridge,ML,Raw+Delta+Meta,51,prefix,-,50.0,0.0600767046388433,0.9278452421163288,0.0434613815290984,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,15,SVR,ML,Delta+Meta,27,prefix,-,40.0,0.0608563152818926,0.9259603980519108,0.0562816658092698,7,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,15,SVR,ML,Delta,24,prefix,-,80.0,0.061009744967205,0.925586593199834,0.0506474466777802,7,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,Ridge,ML,Raw+Delta+Meta,51,prefix,-,40.0,0.0611185003803281,0.9253210594254312,0.0461372554858303,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,15,Ridge,ML,Raw+Delta,48,prefix,-,60.0,0.0613168518243387,0.9248355530131588,0.0498395191226417,7,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,15,SVR,ML,Delta+Meta,27,prefix,-,70.0,0.0618483535232522,0.9235268368652296,0.0543313958076769,7,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,feature_gru,DL,Raw+Delta+Meta,51,prefix_with_case6,-,90.0,0.0620792258010449,0.9229548573493958,0.0525589324533939,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,Ridge,ML,Raw+Delta+Meta,51,prefix,-,90.0,0.0621716175248552,0.9227253401643464,0.0587651468748811,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S3,T2,S3_T2,2026-06-08_201620_H4_S3_T2_entry_steady,15,Ridge,ML,Raw+Delta+Meta,51,segment,Entry+Steady,100.0,0.0627446933077279,0.921294194053137,0.0525635238149041,7,0,experiments/executions/H4/S3/T2/2026-06-08_201620_H4_S3_T2_entry_steady/metrics/H4_S3_T2_locv_per_case.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,15,XGBoost,ML,Delta+Meta,27,prefix,-,80.0,0.064391083162288,0.9171096009996644,0.0523111324810555,7,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S1,T8,S1_T8,2026-06-08_174655_H4_S1_T8_raw_delta_no_meta,15,SVR,ML,Raw+Delta,48,prefix,-,40.0,0.0651111029406758,0.9152454791589504,0.0527020853572361,7,0,experiments/executions/H4/S1/T8/2026-06-08_174655_H4_S1_T8_raw_delta_no_meta/metrics/H4_S1_T8_shift_metrics.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,15,Ridge,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,20.0,0.0651375946205588,0.9151764971788412,0.0486341651165081,7,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,Ridge,ML,Raw+Delta+Meta,51,prefix_with_case6,-,90.0,0.0651763806322645,0.915075451234692,0.0550150138587932,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,SVR,ML,Raw+Delta+Meta,51,prefix_with_case6,-,70.0,0.0656247277820367,0.913903043685494,0.0560012981732474,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,15,Ridge,ML,Raw+Meta,27,prefix,-,50.0,0.0657752766286881,0.913507562724014,0.0517362581225699,7,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,15,Ridge,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,90.0,0.0660998426616948,0.9126518683006364,0.0590675176175463,7,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,15,SVR,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,40.0,0.0664349252828188,0.9117640287354744,0.0579085749173412,7,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,feature_gru,DL,Raw+Delta+Meta,51,prefix_with_case6,-,60.0,0.0666332362529721,0.9112364649772644,0.0645413473248481,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,Ridge,ML,Raw+Delta+Meta,51,prefix_with_case6,-,40.0,0.0674163735670345,0.9091377381388952,0.0532828540610319,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,15,Ridge,ML,Delta,24,prefix,-,60.0,0.0676198632352792,0.908588392780932,0.0531085344689049,7,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,Ridge,ML,Raw+Delta+Meta,51,prefix_with_case6,-,60.0,0.0677965487697407,0.9081100655939194,0.0469082726863017,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,Ridge,ML,Raw+Delta+Meta,51,prefix_with_case6,-,20.0,0.0678404376454169,0.9079910550729648,0.0589167467267966,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,feature_gru,DL,Raw+Delta+Meta,51,prefix_with_case6,-,10.0,0.0681903349899387,0.9070395231246948,0.0633144378662109,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S3,T3,S3_T3,2026-06-08_201721_H4_S3_T3_steady,15,RandomForest,ML,Raw+Delta+Meta,51,segment,Steady,100.0,0.0684352410114963,0.9063705718470918,0.0563416666666666,7,0,experiments/executions/H4/S3/T3/2026-06-08_201721_H4_S3_T3_steady/metrics/H4_S3_T3_locv_per_case.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,15,Ridge,ML,Raw+Meta,27,prefix,-,20.0,0.0685827136117397,0.9059666088489816,0.0612169754958107,7,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,SVR,ML,Raw+Delta+Meta,51,prefix_with_case6,-,40.0,0.0687325272319645,0.9055553428458,0.0614530546563549,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,15,XGBoost,ML,Delta,24,prefix,-,80.0,0.0691045531560885,0.9045301819346264,0.0558789256108658,7,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,15,feature_gru,DL,Raw+Meta,27,prefix,-,60.0,0.0691795263929338,0.9043229222297668,0.0490947067737579,7,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,Ridge,ML,Raw+Delta+Meta,51,prefix,-,60.0,0.0696919582617206,0.9029002516232896,0.0490923619496111,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,SVR,ML,Raw+Delta+Meta,51,prefix_with_case6,-,50.0,0.0705482056972782,0.9004996258555003,0.0597539024467016,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,SVR,ML,Raw+Delta+Meta,51,prefix,-,40.0,0.0707507171135649,0.8999275664495714,0.0639182169788651,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,15,SVR,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,30.0,0.0708040143073028,0.8997767386130524,0.0618318204878705,7,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,SVR,ML,Raw+Delta+Meta,51,prefix,-,70.0,0.0708044948051479,0.8997753783166059,0.0603694064182452,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,15,XGBoost,ML,Delta+Meta,27,prefix,-,100.0,0.070963550389466,0.8993245823296466,0.0594957993179559,7,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
S3,T1,S3_T1,2026-06-08_201520_H4_S3_T1_entry_steady_exit,15,Ridge,ML,Raw+Delta+Meta,51,segment,Entry+Steady+Exit,100.0,0.071211514030866,0.8986197850681994,0.057363060288067,7,0,experiments/executions/H4/S3/T1/2026-06-08_201520_H4_S3_T1_entry_steady_exit/metrics/H4_S3_T1_locv_per_case.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,15,Ridge,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,100.0,0.071211514030866,0.8986197850681994,0.057363060288067,7,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,Ridge,ML,Raw+Delta+Meta,51,prefix,-,20.0,0.0715293409553492,0.8977128175202678,0.0655225309188864,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,15,Ridge,ML,Raw+Meta,27,prefix,-,60.0,0.0720350291971618,0.8962614336432632,0.0572215187644207,7,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T5,S1_T5,2026-06-08_171530_H4_S1_T5_with_case6,15,RandomForest,ML,Raw+Delta+Meta,51,prefix_with_case6,-,100.0,0.0721085064082494,0.8960496947674423,0.0511892857142856,7,0,experiments/executions/H4/S1/T5/2026-06-08_171530_H4_S1_T5_with_case6/metrics/H4_S1_T5_shift_metrics.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,15,feature_gru,DL,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,10.0,0.0725879632853751,0.8946627378463745,0.0565211586654186,7,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,15,SVR,ML,Delta,24,prefix,-,100.0,0.0726016757275209,0.8946229446741082,0.0574333666033557,7,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,15,Ridge,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,80.0,0.072739087689308,0.8942236764521546,0.0606704383845266,7,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S3,T4,S3_T4,2026-06-08_201902_H4_S3_T4_noload_excluded_prefix,15,XGBoost,ML,Raw+Delta+Meta,51,noload_excl_prefix,Entry+Steady+Exit,20.0,0.0727833591020461,0.8940948793363146,0.0571301879108484,7,0,experiments/executions/H4/S3/T4/2026-06-08_201902_H4_S3_T4_noload_excluded_prefix/metrics/H4_S3_T4_locv_per_case.csv
S1,T2,S1_T2,2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models,15,feature_gru,DL,Raw+Delta+Meta,51,prefix,-,100.0,0.0728968457831203,0.8937643766403198,0.0540202446281909,7,0,experiments/executions/H4/S1/T2/2026-06-08_191851_H4_S1_T2_raw_delta_meta_all_models/metrics/H4_S1_T2_shift_metrics.csv
S1,T1,S1_T1,2026-06-08_161302_H4_S1_T1_input_signal_length_effect,15,feature_gru,DL,Raw+Meta,27,prefix,-,20.0,0.0730811988287283,0.8932263851165771,0.0533159933984279,7,0,experiments/executions/H4/S1/T1/2026-06-08_161302_H4_S1_T1_input_signal_length_effect/metrics/H4_S1_T1_shift_metrics.csv
S1,T7,S1_T7,2026-06-08_174208_H4_S1_T7_delta_only,15,Ridge,ML,Delta,24,prefix,-,70.0,0.0734483557894098,0.8921508007179848,0.057080885075821,7,0,experiments/executions/H4/S1/T7/2026-06-08_174208_H4_S1_T7_delta_only/metrics/H4_S1_T7_shift_metrics.csv
S1,T4,S1_T4,2026-06-08_193658_H4_S1_T4_delta_meta_only,15,SVR,ML,Delta+Meta,27,prefix,-,30.0,0.0735037905885662,0.8919879419365557,0.0671932638503149,7,0,experiments/executions/H4/S1/T4/2026-06-08_193658_H4_S1_T4_delta_meta_only/metrics/H4_S1_T4_shift_metrics.csv
